Time,Distance,RSSI,SNR
14:11:46:750,1852.3,-98,0
14:11:47:101,1853.64,-97,0
14:11:47:451,1854.97,-97,1
14:11:47:801,1856.31,-96,0
14:11:48:151,1857.64,-96,0
14:11:48:501,1858.97,-96,0
14:11:48:852,1860.31,-96,1
14:11:49:202,1861.64,-96,0
14:11:49:552,1862.98,-96,1
14:11:49:902,1864.31,-96,1
14:11:50:252,1865.65,-97,1
14:11:50:603,1866.98,-95,1
14:11:50:953,1868.32,-95,2
14:11:51:303,1869.65,-96,0
14:11:51:653,1870.99,-96,1
14:11:52:003,1872.32,-96,0
14:11:52:354,1873.66,-96,1
14:11:52:704,1874.99,-96,1
14:11:53:054,1876.32,-97,1
14:11:53:404,1877.66,-97,1
14:11:53:754,1878.99,-96,0
14:11:54:105,1880.33,-96,0
14:11:54:455,1881.66,-98,0
14:11:54:805,1883,-98,0
14:11:55:155,1884.32,-97,-1
14:11:55:506,1885.63,-97,0
14:11:55:856,1886.94,-98,-2
14:11:56:206,1888.25,-99,-1
14:11:56:556,1889.56,-99,-1
14:11:56:906,1890.86,-99,-2
14:11:57:257,1892.18,-98,0
14:11:57:607,1893.48,-97,0
14:11:57:957,1894.79,-99,0
14:11:58:307,1896.1,-98,0
14:11:58:657,1897.41,-98,0
14:11:59:008,1898.72,-97,-2
14:11:59:358,1900.03,-97,-1
14:11:59:708,1901.34,-97,0
14:12:00:058,1902.65,-97,1
14:12:00:408,1903.96,-95,3
14:12:00:759,1905.27,-95,1
14:12:01:109,1906.58,-95,2
14:12:01:459,1907.88,-95,3
14:12:01:809,1909.19,-95,3
14:12:02:159,1910.5,-95,2
14:12:02:510,1911.81,-96,0
14:12:03:560,1915.74,-100,-3
14:12:03:910,1917.05,-99,-2
14:12:04:611,1919.67,-96,0
14:12:04:961,1920.97,-98,0
14:12:05:661,1923.78,-99,-6
14:12:06:011,1925.19,-100,-4
14:12:06:362,1926.6,-99,-4
14:12:06:712,1928.01,-100,-5
14:12:07:062,1929.42,-100,-7
14:12:07:763,1932.24,-99,-2
14:12:08:113,1933.65,-100,-4
14:12:08:463,1935.06,-100,-4
14:12:08:813,1936.47,-99,-6
14:12:09:163,1937.87,-100,-4
14:12:09:514,1939.29,-99,-3
14:12:09:864,1940.7,-99,-6
14:12:10:214,1942.1,-100,-3
14:12:10:564,1943.51,-99,-4
14:12:10:914,1944.92,-100,-4
14:12:11:615,1947.74,-100,-5
14:12:11:965,1949.15,-99,-7
14:12:12:315,1950.56,-100,-7
14:12:12:665,1951.97,-99,-8
14:12:13:016,1953.38,-99,-7
14:12:13:366,1954.79,-99,-7
14:12:13:716,1956.2,-100,-7
14:12:14:066,1957.61,-99,-7
14:12:14:416,1959.02,-100,-4
14:12:14:767,1960.43,-98,-2
14:12:15:117,1961.84,-99,-4
14:12:15:467,1963.24,-99,-4
14:12:15:817,1964.65,-96,0
14:12:16:167,1966.01,-96,0
14:12:16:518,1967.32,-95,3
14:12:16:868,1968.63,-96,1
14:12:17:218,1969.93,-98,0
14:12:17:568,1971.24,-98,0
14:12:17:918,1972.54,-98,-1
14:12:18:269,1973.85,-97,1
14:12:18:619,1975.15,-96,0
14:12:18:969,1976.46,-98,-1
14:12:19:319,1977.76,-97,-1
14:12:19:669,1979.07,-97,-1
14:12:20:020,1980.38,-95,3
14:12:20:370,1981.68,-96,0
14:12:20:720,1982.99,-99,-1
14:12:21:070,1984.29,-99,-1
14:12:21:420,1985.6,-97,0
14:12:21:771,1986.91,-98,0
14:12:22:121,1988.21,-94,3
14:12:22:471,1989.52,-96,1
14:12:22:821,1990.82,-96,2
14:12:23:170,1992.12,-96,0
14:12:23:522,1993.43,-96,2
14:12:23:872,1994.74,-96,2
14:12:24:222,1996.04,-96,0
14:12:24:572,1997.35,-95,1
14:12:24:922,1998.65,-95,2
14:12:25:273,1999.96,-95,3
14:12:25:622,2001.26,-95,2
14:12:25:972,2002.57,-95,3
14:12:26:323,2003.88,-94,2
14:12:26:673,2005.18,-95,2
14:12:27:024,2006.49,-94,4
14:12:27:374,2007.82,-95,4
14:12:27:723,2009.14,-95,2
14:12:28:074,2010.47,-96,1
14:12:28:424,2011.8,-98,0
14:12:28:774,2013.13,-97,0
14:12:29:125,2014.46,-96,1
14:12:29:474,2015.78,-96,2
14:12:29:824,2017.11,-96,0
14:12:30:175,2018.44,-99,-1
14:12:30:526,2019.77,-101,-6
14:12:30:876,2021.1,-98,-5
14:12:31:225,2022.42,-98,-2
14:12:31:576,2023.76,-96,-1
14:12:31:925,2025.08,-99,-1
14:12:32:277,2026.41,-99,-1
14:12:32:626,2027.74,-100,-4
14:12:32:977,2029.07,-99,-1
14:12:33:327,2030.4,-96,0
14:12:33:677,2031.72,-97,1
14:12:34:028,2033.06,-99,-1
14:12:34:378,2034.38,-99,-9
14:12:34:727,2035.71,-98,-2
14:12:35:078,2037.04,-100,-3
14:12:35:427,2038.36,-97,-1
14:12:35:779,2039.7,-100,-12
14:12:36:129,2041.02,-100,-14
14:12:36:478,2042.35,-98,-2
14:12:36:829,2043.68,-99,-2
14:12:37:179,2045.01,-100,-5
14:12:37:529,2046.33,-99,-3
14:12:37:879,2047.66,-98,-2
14:12:38:230,2048.97,-98,-3
14:12:38:579,2050.25,-99,-2
14:12:38:930,2051.54,-99,-2
14:12:39:281,2052.83,-99,-3
14:12:39:630,2054.11,-98,0
14:12:39:981,2055.4,-97,-2
14:12:40:330,2056.68,-97,1
14:12:40:682,2057.98,-99,-4
14:12:41:032,2059.26,-96,0
14:12:41:381,2060.55,-99,-3
14:12:41:732,2061.84,-100,-5
14:12:42:082,2063.12,-99,-7
14:12:42:782,2065.69,-99,-4
14:12:43:133,2066.98,-99,-6
14:12:43:483,2068.27,-100,-9
14:12:43:832,2069.55,-98,0
14:12:44:183,2070.84,-99,-5
14:12:44:884,2073.42,-100,-9
14:12:45:233,2074.7,-100,-4
14:12:45:583,2075.99,-93,4
14:12:45:935,2077.28,-99,-9
14:12:46:284,2078.56,-98,-3
14:12:46:634,2079.85,-99,-3
14:12:46:985,2081.14,-98,-4
14:12:47:334,2082.42,-93,2
14:12:47:685,2083.71,-95,2
14:12:48:036,2085,-90,6
14:12:48:385,2086.23,-90,6
14:12:48:735,2087.46,-98,-3
14:12:49:086,2088.7,-94,4
14:12:49:436,2089.94,-95,1
14:12:49:786,2091.17,-98,-1
14:12:50:137,2092.41,-97,0
14:12:50:486,2093.64,-95,2
14:12:50:837,2094.88,-96,0
14:12:51:187,2096.11,-98,0
14:12:51:537,2097.35,-100,-4
14:12:51:887,2098.58,-99,-7
14:12:52:237,2099.82,-99,-5
14:12:52:938,2102.29,-99,-4
14:12:53:288,2103.53,-99,-5
14:12:53:639,2104.77,-99,-5
14:12:54:338,2107.23,-99,-6
14:12:55:039,2109.7,-99,-8
14:12:55:389,2110.94,-99,-9
14:12:55:739,2112.17,-99,-3
14:12:56:089,2113.41,-99,-5
14:12:56:440,2114.65,-99,-7
14:12:56:790,2115.88,-99,-7
14:12:57:140,2117.12,-99,-9
14:12:57:840,2119.59,-101,-7
14:12:58:191,2120.83,-100,-10
14:12:58:541,2122.06,-100,-12
14:12:58:891,2123.3,-101,-10
14:12:59:241,2124.55,-100,-5
14:12:59:591,2125.81,-99,-8
14:12:59:942,2127.07,-99,-6
14:13:00:292,2128.33,-100,-11
14:13:00:642,2129.59,-99,-2
14:13:00:992,2130.85,-97,1
14:13:01:693,2133.37,-101,-10
14:13:02:393,2135.88,-100,-4
14:13:02:743,2137.14,-99,-3
14:13:03:093,2138.4,-97,0
14:13:03:444,2139.67,-99,-3
14:13:03:794,2140.92,-99,-4
14:13:04:144,2142.18,-98,-3
14:13:04:494,2143.44,-99,-1
14:13:04:844,2144.7,-99,-1
14:13:05:195,2145.96,-98,-4
14:13:05:545,2147.22,-99,-2
14:13:05:895,2148.48,-98,-3
14:13:06:245,2149.74,-99,0
14:13:06:595,2151,-97,-1
14:13:06:946,2152.26,-97,0
14:13:07:296,2153.52,-98,-1
14:13:07:646,2154.78,-98,-3
14:13:07:996,2156.04,-97,0
14:13:08:346,2157.3,-95,2
14:13:08:697,2158.56,-99,0
14:13:09:047,2159.81,-99,-2
14:13:09:397,2161.03,-99,-2
14:13:09:747,2162.25,-99,-3
14:13:10:097,2163.47,-100,-4
14:13:10:448,2164.69,-98,-3
14:13:10:798,2165.91,-99,-7
14:13:11:148,2167.12,-99,-7
14:13:11:498,2168.34,-98,-3
14:13:11:848,2169.56,-98,0
14:13:12:199,2170.78,-100,-2
14:13:12:549,2172,-99,-6
14:13:12:899,2173.21,-99,-6
14:13:13:249,2174.43,-100,-5
14:13:13:599,2175.65,-100,-4
14:13:13:950,2176.87,-99,-6
14:13:14:300,2178.09,-98,0
14:13:14:650,2179.31,-96,1
14:13:15:000,2180.52,-96,0
14:13:15:350,2181.74,-98,0
14:13:15:701,2182.96,-98,-3
14:13:16:051,2184.18,-99,-2
14:13:16:401,2185.4,-99,-6
14:13:16:751,2186.62,-98,-4
14:13:17:102,2187.84,-98,-2
14:13:17:452,2189.06,-97,0
14:13:18:472,2192.6,-96,0
14:13:18:474,2192.61,-98,-2
14:13:18:502,2192.71,-99,-3
14:13:18:853,2193.93,-99,-2
14:13:19:203,2195.15,-98,0
14:13:19:553,2196.36,-98,-1
14:13:19:903,2197.58,-98,0
14:13:20:253,2198.79,-98,0
14:13:20:604,2199.99,-98,0
14:13:20:954,2201.19,-98,-1
14:13:21:304,2202.38,-98,-2
14:13:21:654,2203.58,-97,0
14:13:22:004,2204.78,-97,0
14:13:22:355,2205.98,-98,0
14:13:22:705,2207.18,-96,0
14:13:23:055,2208.38,-97,0
14:13:23:405,2209.58,-97,0
14:13:23:755,2210.78,-97,-1
14:13:24:106,2211.98,-97,-1
14:13:24:456,2213.18,-97,1
14:13:24:806,2214.38,-98,1
14:13:25:156,2215.57,-96,1
14:13:25:506,2216.77,-96,0
14:13:25:857,2217.97,-96,0
14:13:26:207,2219.17,-96,2
14:13:26:557,2220.37,-96,0
14:13:26:907,2221.57,-97,1
14:13:27:257,2222.77,-97,0
14:13:27:608,2223.97,-101,-9
14:13:27:958,2225.17,-100,-4
14:13:28:308,2226.37,-100,-6
14:13:28:658,2227.56,-100,-12
14:13:29:359,2229.97,-100,-11
14:13:29:709,2231.16,-100,-7
14:13:30:059,2232.36,-100,-11
14:13:30:409,2233.52,-101,-16
14:13:30:759,2234.68,-101,-8
14:13:31:110,2235.85,-98,-2
14:13:31:460,2237.01,-97,1
14:13:31:810,2238.18,-98,0
14:13:32:160,2239.34,-98,0
14:13:32:510,2240.5,-99,-10
14:13:33:561,2244,-101,-9
14:13:33:911,2245.16,-101,-10
14:13:34:261,2246.32,-99,-8
14:13:34:612,2247.49,-98,-5
14:13:34:962,2248.65,-100,-3
14:13:35:312,2249.82,-100,-5
14:13:35:662,2250.98,-100,-5
14:13:36:012,2252.14,-100,-9
14:13:36:363,2253.31,-100,-13
14:13:37:063,2255.63,-100,-16
14:13:37:413,2256.8,-100,-10
14:13:37:763,2257.96,-101,-9
14:13:38:114,2259.13,-101,-7
14:13:38:814,2261.45,-99,-8
14:13:39:164,2262.62,-100,-8
14:13:39:514,2263.78,-100,-8
14:13:39:865,2264.95,-101,-11
14:13:40:215,2266.11,-100,-14
14:13:41:616,2270.78,-100,-10
14:13:41:966,2271.95,-100,-7
14:13:42:316,2273.12,-101,-7
14:13:42:666,2274.28,-99,-8
14:13:43:016,2275.45,-100,-4
14:13:43:367,2276.63,-99,-7
14:13:43:717,2277.79,-99,-6
14:13:44:067,2278.96,-99,-5
14:13:44:417,2280.13,-101,-7
14:13:44:767,2281.3,-101,-10
14:13:45:118,2282.47,-101,-11
14:13:45:468,2283.64,-101,-9
14:13:45:818,2284.81,-99,-11
14:13:46:168,2285.98,-101,-8
14:13:46:518,2287.15,-100,-6
14:13:46:869,2288.32,-100,-7
14:13:47:219,2289.49,-99,-6
14:13:47:569,2290.66,-100,-5
14:13:47:919,2291.83,-99,-5
14:13:48:269,2293,-99,-2
14:13:48:620,2294.17,-98,-2
14:13:48:970,2295.34,-100,-4
14:13:49:320,2296.51,-100,-3
14:13:50:020,2298.85,-98,-3
14:13:50:371,2300.02,-98,-2
14:13:50:721,2301.19,-98,-2
14:13:51:071,2302.36,-99,-2
14:13:51:421,2303.53,-98,-4
14:13:51:771,2304.7,-100,-5
14:13:52:122,2305.87,-99,-6
14:13:52:472,2307.06,-98,-4
14:13:52:822,2308.25,-98,-3
14:13:53:172,2309.44,-99,-2
14:13:53:522,2310.63,-99,-3
14:13:53:873,2311.83,-98,-2
14:13:54:222,2313.01,-98,-2
14:13:54:573,2314.21,-100,-3
14:13:54:923,2315.4,-99,-5
14:13:55:273,2316.59,-99,-5
14:13:55:623,2317.77,-99,-6
14:13:55:974,2318.97,-99,-6
14:13:57:023,2322.53,-99,-6
14:13:57:375,2323.73,-100,-5
14:13:58:075,2326.11,-101,-7
14:13:58:424,2327.3,-98,-10
14:13:59:126,2329.68,-99,-10
14:13:59:826,2332.06,-99,-9
14:14:00:176,2333.25,-101,-9
14:14:00:526,2334.44,-100,-10
14:14:00:876,2335.63,-99,-8
14:14:01:226,2336.82,-99,-3
14:14:01:577,2338.01,-98,-3
14:14:01:927,2339.2,-99,-2
14:14:02:277,2340.39,-99,-1
14:14:02:628,2341.59,-99,-2
14:14:02:978,2342.78,-96,1
14:14:03:327,2343.89,-99,-7
14:14:03:677,2345.01,-99,-2
14:14:04:029,2346.13,-98,-4
14:14:04:728,2348.35,-99,-4
14:14:05:079,2349.47,-98,1
14:14:05:429,2350.58,-96,0
14:14:05:780,2351.7,-99,0
14:14:06:129,2352.81,-99,0
14:14:06:480,2353.93,-100,-5
14:14:06:830,2355.04,-100,-5
14:14:07:180,2356.16,-100,-15
14:14:08:230,2359.5,-100,-15
14:14:08:580,2360.61,-100,-15
14:14:09:282,2362.85,-101,-15
14:14:09:982,2365.08,-101,-11
14:14:10:681,2367.3,-101,-10
14:14:11:033,2368.42,-99,-10
14:14:11:383,2369.54,-101,-8
14:14:11:733,2370.65,-101,-9
14:14:12:083,2371.77,-100,-5
14:14:12:432,2372.88,-100,-5
14:14:12:783,2374,-100,-7
14:14:13:134,2375.11,-101,-9
14:14:13:483,2376.22,-101,-10
14:14:16:635,2386.27,-99,-8
14:14:16:985,2387.38,-100,-7
14:14:17:336,2388.5,-100,-9
14:14:17:685,2389.62,-100,-6
14:14:18:387,2391.85,-98,-3
14:14:19:086,2394.08,-99,-2
14:14:19:437,2395.2,-98,-2
14:14:19:787,2396.31,-99,-6
14:14:20:137,2397.43,-100,-6
14:14:20:488,2398.55,-97,-1
14:14:20:837,2399.66,-96,0
14:14:21:538,2401.9,-97,1
14:14:21:888,2403.01,-99,-2
14:14:22:238,2404.13,-98,-3
14:14:22:589,2405.25,-100,-4
14:14:22:938,2406.36,-99,-3
14:14:23:289,2407.48,-100,-3
14:14:23:639,2408.59,-100,-6
14:14:23:989,2409.71,-101,-9
14:14:24:689,2411.94,-99,-4
14:14:25:040,2413.04,-98,0
14:14:25:740,2415.02,-98,-3
14:14:26:791,2417.98,-99,-4
14:14:27:141,2418.97,-99,0
14:14:27:491,2419.96,-98,-3
14:14:27:841,2420.95,-99,-2
14:14:28:191,2421.93,-99,-6
14:14:28:542,2422.92,-98,-2
14:14:28:892,2423.91,-99,-2
14:14:29:242,2424.9,-100,-4
14:14:29:592,2425.89,-99,-5
14:14:29:942,2426.88,-99,-1
14:14:30:294,2427.87,-97,-1
14:14:30:643,2428.85,-97,0
14:14:30:993,2429.84,-97,-1
14:14:31:343,2430.83,-98,0
14:14:32:044,2432.81,-99,-1
14:14:32:394,2433.79,-98,-2
14:14:32:744,2434.78,-97,-2
14:14:33:094,2435.77,-98,-3
14:14:33:444,2436.76,-99,-1
14:14:33:795,2437.75,-99,-2
14:14:34:145,2438.74,-99,-2
14:14:34:495,2439.72,-100,-3
14:14:35:195,2441.7,-101,-11
14:14:35:546,2442.69,-98,0
14:14:35:896,2443.68,-99,-3
14:14:36:246,2444.74,-94,3
14:14:36:596,2445.84,-100,-3
14:14:36:946,2446.95,-99,-1
14:14:37:297,2448.05,-99,-3
14:14:37:997,2450.25,-99,-5
14:14:38:347,2451.35,-100,-3
14:14:38:698,2452.46,-97,1
14:14:39:048,2453.56,-96,0
14:14:39:398,2454.66,-97,0
14:14:39:748,2455.76,-96,1
14:14:40:098,2456.86,-96,0
14:14:40:449,2457.96,-97,1
14:14:40:799,2459.07,-97,1
14:14:41:149,2460.17,-97,0
14:14:41:499,2461.27,-97,1
14:14:41:849,2462.37,-99,0
14:14:42:200,2463.47,-99,-2
14:14:42:550,2464.57,-98,-4
14:14:42:900,2465.67,-100,-5
14:14:43:250,2466.77,-98,-1
14:14:43:951,2468.98,-99,-6
14:14:44:651,2471.18,-100,-13
14:14:45:001,2472.28,-101,-10
14:14:45:351,2473.38,-99,-5
14:14:45:702,2474.49,-99,-3
14:14:46:052,2475.59,-99,-5
14:14:46:402,2476.69,-101,-10
14:14:46:752,2477.79,-100,-10
14:14:47:102,2478.91,-101,-11
14:14:47:453,2480.06,-101,-12
14:14:48:153,2482.37,-100,-9
14:14:48:503,2483.52,-100,-6
14:14:48:853,2484.67,-100,-6
14:14:49:204,2485.83,-101,-8
14:14:49:554,2486.98,-100,-14
14:14:49:904,2488.14,-101,-11
14:14:50:254,2489.29,-100,-11
14:14:50:604,2490.44,-100,-15
14:14:50:955,2491.6,-99,-10
14:14:51:305,2492.75,-99,-5
14:14:51:655,2493.9,-101,-12
14:14:52:355,2496.21,-100,-8
14:14:53:056,2498.52,-100,-9
14:14:53:406,2499.67,-99,-10
14:14:53:756,2500.82,-100,-4
14:14:54:106,2501.98,-99,-2
14:14:54:457,2503.13,-99,-2
14:14:54:807,2504.29,-98,0
14:14:55:157,2505.44,-98,-2
14:14:55:507,2506.59,-98,-4
14:14:55:857,2507.74,-98,-2
14:14:56:208,2508.9,-99,-5
14:14:56:908,2511.21,-99,-5
14:14:57:258,2512.28,-100,-4
14:14:57:608,2513.33,-101,-9
14:14:57:959,2514.37,-101,-6
14:14:58:309,2515.42,-98,-4
14:14:58:659,2516.47,-101,-10
14:14:59:009,2517.51,-99,-6
14:14:59:359,2518.56,-100,-4
14:14:59:710,2519.61,-99,-5
14:15:00:060,2520.65,-99,-11
14:15:00:410,2521.7,-101,-15
14:15:00:760,2522.74,-100,-11
14:15:01:110,2523.79,-99,-10
14:15:01:461,2524.84,-100,-7
14:15:01:811,2525.88,-99,-5
14:15:02:161,2526.93,-99,-3
14:15:02:861,2529.02,-100,-5
14:15:03:212,2530.07,-100,-5
14:15:03:562,2531.11,-100,-4
14:15:03:912,2532.16,-100,-3
14:15:04:262,2533.2,-100,-5
14:15:04:612,2534.25,-99,-5
14:15:05:313,2536.34,-99,-5
14:15:05:663,2537.39,-99,-10
14:15:06:013,2538.43,-101,-8
14:15:06:363,2539.48,-100,-14
14:15:06:714,2540.53,-99,-6
14:15:07:064,2541.57,-101,-7
14:15:07:414,2542.62,-100,-9
14:15:07:764,2543.67,-100,-7
14:15:08:114,2544.66,-101,-7
14:15:08:465,2545.56,-101,-8
14:15:08:815,2546.45,-98,-7
14:15:09:165,2547.35,-100,-7
14:15:09:515,2548.24,-99,-7
14:15:09:865,2549.14,-99,-5
14:15:10:216,2550.04,-99,-4
14:15:10:566,2550.93,-99,-1
14:15:10:916,2551.83,-98,-2
14:15:11:266,2552.72,-100,-4
14:15:11:616,2553.62,-98,-3
14:15:11:967,2554.51,-98,-3
14:15:12:317,2555.41,-98,-2
14:15:12:667,2556.3,-99,0
14:15:13:017,2557.2,-98,-3
14:15:13:367,2558.09,-98,-2
14:15:13:718,2558.99,-98,-3
14:15:14:418,2560.78,-99,-2
14:15:14:768,2561.68,-99,-1
14:15:15:118,2562.57,-98,-1
14:15:15:469,2563.47,-99,-2
14:15:15:819,2564.36,-99,-3
14:15:16:169,2565.26,-100,-4
14:15:16:519,2566.15,-100,-4
14:15:16:869,2567.05,-99,-5
14:15:17:220,2567.95,-99,-6
14:15:17:570,2568.84,-100,-5
14:15:17:920,2569.74,-99,-6
14:15:18:270,2570.65,-99,-4
14:15:18:621,2571.58,-100,-4
14:15:18:971,2572.5,-99,-5
14:15:19:321,2573.42,-99,-6
14:15:19:671,2574.34,-100,-5
14:15:20:021,2575.26,-100,-3
14:15:20:372,2576.19,-99,-5
14:15:20:722,2577.11,-99,-5
14:15:21:072,2578.03,-99,-3
14:15:21:421,2578.95,-99,-2
14:15:21:772,2579.87,-98,-3
14:15:22:123,2580.8,-98,-2
14:15:22:473,2581.72,-98,-1
14:15:22:823,2582.64,-98,-1
14:15:23:173,2583.56,-98,0
14:15:23:523,2584.49,-98,-2
14:15:23:874,2585.41,-98,-2
14:15:24:224,2586.33,-98,-2
14:15:24:574,2587.25,-99,-6
14:15:24:924,2588.18,-100,-14
14:15:25:274,2589.1,-101,-11
14:15:25:975,2590.94,-100,-10
14:15:26:325,2591.87,-99,-5
14:15:26:675,2592.79,-99,-4
14:15:27:025,2593.71,-99,-2
14:15:27:376,2594.63,-99,-4
14:15:27:726,2595.55,-99,-2
14:15:28:075,2596.47,-99,-2
14:15:28:426,2597.4,-99,-6
14:15:28:775,2598.32,-101,-6
14:15:29:477,2600.19,-101,-10
14:15:30:877,2603.96,-101,-15
14:15:31:228,2604.9,-100,-12
14:15:32:628,2608.67,-100,-14
14:15:33:329,2610.56,-99,-11
14:15:33:678,2611.49,-101,-12
14:15:34:379,2613.38,-101,-7
14:15:34:730,2614.32,-100,-3
14:15:35:080,2615.27,-100,-3
14:15:35:429,2616.2,-99,-8
14:15:35:780,2617.15,-101,-7
14:15:36:131,2618.09,-99,-5
14:15:36:831,2619.98,-99,-2
14:15:37:181,2620.92,-100,-16
14:15:37:531,2621.86,-99,-7
14:15:37:881,2622.8,-99,-6
14:15:38:232,2623.74,-99,-6
14:15:38:581,2624.68,-101,-12
14:15:38:931,2625.62,-101,-6
14:15:39:282,2626.57,-99,-8
14:15:39:632,2627.51,-99,-6
14:15:39:982,2628.45,-99,-3
14:15:40:333,2629.55,-100,-4
14:15:40:683,2630.66,-100,-4
14:15:41:032,2631.76,-99,-5
14:15:41:383,2632.87,-98,-3
14:15:41:734,2633.98,-99,-2
14:15:42:084,2635.09,-101,-8
14:15:42:784,2637.3,-98,-2
14:15:43:134,2638.41,-98,-1
14:15:43:484,2639.51,-98,-3
14:15:43:835,2640.62,-98,-2
14:15:44:184,2641.73,-98,-3
14:15:44:534,2642.83,-99,-6
14:15:45:235,2645.05,-99,-4
14:15:45:936,2647.26,-100,-3
14:15:46:285,2648.37,-99,-5
14:15:46:636,2649.48,-100,-3
14:15:46:986,2650.58,-99,-8
14:15:47:337,2651.69,-100,-5
14:15:47:687,2652.8,-99,-6
14:15:48:037,2653.9,-99,-6
14:15:48:388,2655.01,-99,-3
14:15:48:737,2656.12,-101,-7
14:15:49:087,2657.22,-99,-11
14:15:49:438,2658.33,-100,-6
14:15:49:787,2659.44,-101,-13
14:15:50:138,2660.55,-99,-8
14:15:50:488,2661.65,-99,-5
14:15:51:188,2663.85,-99,-9
14:15:51:539,2664.94,-100,-5
14:15:51:890,2666.02,-101,-7
14:15:52:940,2669.27,-99,-8
14:15:53:640,2671.43,-99,-2
14:15:53:990,2672.51,-99,-2
14:15:54:340,2673.59,-98,-4
14:15:54:690,2674.68,-99,-8
14:15:55:040,2675.76,-100,-10
14:15:55:391,2676.84,-100,-16
14:15:56:091,2679.01,-100,-5
14:15:56:441,2680.09,-100,-5
14:15:56:791,2681.17,-98,-3
14:15:57:842,2684.42,-100,-10
14:15:58:192,2685.5,-101,-8
14:15:58:544,2686.59,-100,-15
14:15:58:893,2687.67,-101,-8
14:15:59:243,2688.75,-99,-8
14:15:59:593,2689.83,-100,-8
14:16:00:295,2692,-98,-3
14:16:00:644,2693.08,-100,-3
14:16:00:994,2694.16,-99,-2
14:16:01:344,2695.24,-99,-2
14:16:01:694,2696.32,-100,-3
14:16:02:045,2697.43,-100,-3
14:16:02:395,2698.67,-99,-7
14:16:02:745,2699.91,-100,-6
14:16:03:095,2701.15,-99,-5
14:16:03:445,2702.38,-99,-8
14:16:03:796,2703.63,-99,-6
14:16:04:146,2704.86,-100,-7
14:16:04:496,2706.1,-100,-12
14:16:04:846,2707.34,-101,-9
14:16:05:547,2709.82,-99,-6
14:16:05:897,2711.06,-101,-9
14:16:06:947,2714.78,-99,-6
14:16:07:298,2716.02,-100,-7
14:16:07:648,2717.26,-100,-7
14:16:07:998,2718.5,-99,-10
14:16:08:348,2719.74,-100,-5
14:16:08:698,2720.97,-100,-5
14:16:09:049,2722.22,-101,-8
14:16:09:399,2723.46,-100,-8
14:16:09:749,2724.69,-100,-8
14:16:10:800,2728.41,-100,-5
14:16:11:150,2729.65,-100,-5
14:16:11:500,2730.89,-99,-6
14:16:11:850,2732.13,-100,-6
14:16:12:200,2733.37,-101,-8
14:16:12:551,2734.61,-101,-12
14:16:13:251,2737.01,-101,-9
14:16:13:601,2738.13,-101,-10
14:16:15:702,2744.88,-101,-15
14:16:16:053,2746.01,-100,-16
14:16:16:753,2748.26,-101,-14
14:16:17:453,2750.51,-101,-12
14:16:17:804,2751.64,-100,-14
14:16:18:154,2752.76,-101,-10
14:16:18:504,2753.89,-101,-11
14:16:18:854,2755.01,-100,-10
14:16:19:204,2756.14,-101,-12
14:16:19:555,2757.27,-101,-13
14:16:19:905,2758.39,-100,-13
14:16:20:605,2760.64,-100,-14
14:16:20:955,2761.76,-100,-7
14:16:21:306,2762.89,-99,-11
14:16:21:656,2764.02,-100,-12
14:16:22:006,2765.14,-101,-11
14:16:22:356,2766.27,-101,-9
14:16:22:706,2767.39,-101,-9
14:16:23:057,2768.52,-100,-11
14:16:23:407,2769.64,-100,-13
14:16:24:107,2771.92,-101,-11
14:16:24:808,2774.32,-100,-16
14:16:26:208,2779.12,-101,-10
14:16:26:559,2780.33,-100,-13
14:16:27:259,2782.73,-101,-16
14:16:27:959,2785.13,-101,-12
14:16:28:310,2786.33,-100,-13
14:16:28:660,2787.53,-101,-10
14:16:29:010,2788.73,-100,-15
14:16:31:111,2795.93,-100,-17
14:16:31:812,2798.34,-101,-15
14:16:32:162,2799.54,-101,-9
14:16:32:512,2800.74,-101,-12
14:16:33:212,2803.14,-100,-7
14:16:33:913,2805.54,-100,-8
14:16:34:263,2806.74,-101,-10
14:16:34:613,2807.94,-101,-10
14:16:34:963,2809.14,-101,-9
14:16:35:314,2810.3,-99,-10
14:16:35:664,2811.45,-100,-11
14:16:36:014,2812.6,-99,-8
14:16:36:364,2813.75,-100,-11
14:16:36:714,2814.9,-100,-15
14:16:37:065,2816.05,-100,-16
14:16:37:415,2817.2,-100,-14
14:16:37:765,2818.35,-101,-13
14:16:38:115,2819.5,-101,-14
14:16:40:567,2827.55,-100,-14
14:16:41:267,2829.84,-100,-15
14:16:41:617,2830.99,-101,-11
14:16:41:968,2832.15,-100,-14
14:16:42:668,2834.44,-100,-14
14:16:43:018,2835.59,-100,-10
14:16:44:069,2839.04,-101,-12
14:16:44:419,2840.19,-101,-13
14:16:44:769,2841.34,-99,-11
14:16:45:119,2842.48,-101,-8
14:16:45:470,2843.61,-101,-9
14:16:45:820,2844.73,-100,-10
14:16:46:520,2846.98,-101,-10
14:16:46:870,2848.1,-101,-9
14:16:47:221,2849.23,-101,-9
14:16:47:571,2850.35,-101,-9
14:16:47:921,2851.47,-99,-10
14:16:48:271,2852.59,-101,-10
14:16:48:621,2853.72,-100,-11
14:16:48:972,2854.84,-101,-10
14:16:49:322,2855.97,-101,-12
14:16:49:672,2857.09,-101,-14
14:16:50:022,2858.21,-100,-12
14:16:50:372,2859.33,-101,-13
